day (cumulative),pm2.5,DEWP,TEMP,PRES,Iws,cbwd,Rain hours,Snow hours
83,62.833333333333336,-6.541666666666667,6.75,1022.3333333333334,20.000416666666663,SE,3,0
84,30.416666666666668,-11.0,4.375,1026.0416666666667,13.761666666666668,NW,0,0
85,67.70833333333333,-10.75,6.5,1019.0416666666666,9.479583333333332,SE,0,0
86,72.33333333333333,-8.541666666666666,5.875,1025.25,16.48458333333333,SE,0,0
87,71.79166666666667,-7.166666666666667,6.541666666666667,1026.4583333333333,14.474583333333335,SE,0,0
88,213.70833333333334,-0.20833333333333334,7.541666666666667,1023.4583333333334,11.344166666666665,SE,4,0
89,256.85714285714283,6.5,8.5,1017.125,9.686666666666664,SE,11,0
90,122.22222222222223,1.6666666666666667,11.125,1014.4166666666666,10.892916666666666,cv,1,0
91,28.045454545454547,-16.666666666666668,8.666666666666666,1020.125,123.8975,NW,0,0
92,30.75,-15.25,6.541666666666667,1020.375,38.605,NW,0,0
93,101.20833333333333,-7.416666666666667,7.916666666666667,1016.9166666666666,21.941666666666666,SE,0,0
94,123.5,-4.791666666666667,13.833333333333334,1009.625,7.189583333333334,SE,0,0
95,135.08333333333334,1.7083333333333333,10.916666666666666,1014.0,10.468749999999998,SE,2,0
96,20.375,-12.291666666666666,10.5,1025.3333333333333,17.059166666666666,NW,0,0
97,92.875,-5.916666666666667,11.916666666666666,1020.0416666666666,26.169999999999998,SE,0,0
98,106.0,0.875,14.583333333333334,1008.25,109.4975,SE,0,0
99,85.91666666666667,2.25,11.166666666666666,1011.4583333333334,19.203749999999996,NE,0,0
100,36.208333333333336,-8.416666666666666,10.583333333333334,1017.625,17.637083333333337,SE,0,0
101,68.75,0.25,6.25,1017.0,49.27666666666665,SE,6,0
102,47.791666666666664,-6.208333333333333,7.083333333333333,1018.0,60.05666666666667,NW,1,0
103,20.125,-16.708333333333332,6.375,1026.7916666666667,174.66083333333333,NW,0,0
104,56.791666666666664,-9.75,7.166666666666667,1026.3333333333333,8.605833333333333,SE,0,0
105,171.08333333333334,0.7083333333333334,6.083333333333333,1020.5833333333334,51.53916666666667,SE,0,0
106,211.0,2.75,8.583333333333334,1018.1666666666666,16.404583333333335,SE,0,0
107,147.58333333333334,3.375,8.583333333333334,1021.4166666666666,72.46874999999999,SE,0,0
108,232.625,6.458333333333333,13.541666666666666,1012.9166666666666,3.204166666666667,SE,0,0
109,211.125,7.958333333333333,14.208333333333334,1014.2083333333334,16.446250000000003,SE,3,0
110,82.83333333333333,4.0,13.875,1019.0833333333334,7.431250000000001,SE,0,0
111,39.583333333333336,2.2083333333333335,12.041666666666666,1022.2083333333334,14.711666666666671,NW,2,0
112,39.416666666666664,5.333333333333333,9.458333333333334,1020.9583333333334,13.338333333333331,NW,15,0
113,33.166666666666664,-4.041666666666667,13.208333333333334,1020.3333333333334,10.785416666666665,NW,0,0
114,86.54166666666667,1.3333333333333333,16.791666666666668,1016.3333333333334,36.40500000000001,SE,0,0
115,87.5,6.541666666666667,13.833333333333334,1014.5833333333334,83.17208333333335,SE,5,0
116,13.375,-5.458333333333333,8.875,1013.5416666666666,24.72041666666667,NW,1,0
117,24.666666666666668,-10.708333333333334,8.708333333333334,1009.2916666666666,138.90458333333336,NW,0,0
118,16.375,-9.583333333333334,10.5,1012.5833333333334,319.02708333333334,NW,0,0
119,18.666666666666668,-6.75,14.041666666666666,1013.2083333333334,90.69041666666668,NW,0,0
120,27.583333333333332,-5.708333333333333,18.375,1013.7916666666666,164.90583333333333,NW,0,0
121,69.375,-0.08333333333333333,20.833333333333332,1006.0833333333334,17.110416666666666,SE,0,0
122,78.04166666666667,0.375,23.875,1002.25,19.75958333333333,NW,0,0
123,109.875,3.25,19.666666666666668,1007.4583333333334,4.599166666666667,cv,0,0
124,137.29166666666666,11.625,19.666666666666668,1002.5416666666666,12.328333333333333,SE,4,0
125,125.45833333333333,9.708333333333334,18.833333333333332,998.25,66.08333333333333,SE,6,0
126,18.958333333333332,0.25,20.625,1006.0,54.32083333333332,NW,0,0
127,96.41666666666667,2.4166666666666665,21.666666666666668,1003.3333333333334,38.77625,NW,0,0
128,128.29166666666666,6.5,19.541666666666668,1006.7916666666666,17.47125,SE,0,0
129,79.875,0.6666666666666666,17.291666666666668,1007.0833333333334,33.40166666666666,NW,2,0
130,47.458333333333336,-0.4583333333333333,16.833333333333332,1005.9583333333334,49.94708333333333,NW,0,0
131,16.041666666666668,2.0,17.958333333333332,1014.7083333333334,60.121250000000025,NW,0,0
132,43.666666666666664,5.958333333333333,17.416666666666668,1017.875,13.749166666666667,SE,0,0
133,67.33333333333333,6.125,18.708333333333332,1017.5,13.390833333333333,SE,0,0
134,136.125,9.291666666666666,18.0,1015.0,9.482499999999998,SE,4,0
135,181.75,12.25,21.458333333333332,1012.5833333333334,8.511249999999999,['NW' 'SE'],0,0
136,109.95833333333333,12.375,18.708333333333332,1014.0,63.309583333333336,SE,8,0
137,67.54545454545455,13.291666666666666,16.458333333333332,1009.7083333333334,14.101666666666665,SE,7,0
138,51.625,10.25,17.541666666666668,1002.0416666666666,19.48125,NW,6,0
139,33.916666666666664,3.75,24.083333333333332,999.7916666666666,13.74375,NW,0,0
140,64.08333333333333,4.875,25.416666666666668,1004.7083333333334,13.891666666666667,SE,0,0
141,108.20833333333333,10.875,23.375,1007.0833333333334,19.444999999999997,SE,0,0
142,151.33333333333334,11.5,22.416666666666668,1005.7083333333334,7.576666666666667,SE,0,0
143,125.25,9.958333333333334,24.166666666666668,1000.5416666666666,7.597916666666666,SE,1,0
144,45.791666666666664,7.333333333333333,23.416666666666668,1003.2083333333334,24.271666666666665,NW,0,0
145,33.208333333333336,3.9583333333333335,24.875,1010.375,8.234583333333331,NW,0,0
146,81.91666666666667,11.0,25.166666666666668,1012.8333333333334,22.11125,SE,0,0
147,84.78947368421052,14.541666666666666,20.833333333333332,1014.9583333333334,3.7433333333333354,NW,12,0
148,130.875,16.166666666666668,19.125,1009.7083333333334,4.023333333333334,SE,22,0
149,143.5,13.041666666666666,22.791666666666668,1004.875,6.329166666666665,cv,0,0
150,39.458333333333336,11.125,23.208333333333332,1007.1666666666666,9.515833333333333,NW,1,0
151,84.41666666666667,13.291666666666666,21.833333333333332,1014.6666666666666,7.5633333333333335,SE,1,0
152,110.38095238095238,14.416666666666666,20.875,1015.2083333333334,4.89625,SE,2,0
153,121.0,14.75,20.166666666666668,1016.0,3.2962500000000006,SE,4,0
154,115.45833333333333,13.041666666666666,21.75,1017.3333333333334,8.21,SE,0,0
155,80.0,11.833333333333334,22.666666666666668,1015.2916666666666,13.441666666666663,SE,0,0
156,131.58333333333334,12.333333333333334,23.708333333333332,1012.0416666666666,12.120833333333335,SE,0,0
157,131.58333333333334,12.625,24.833333333333332,1011.125,16.62875,SE,0,0
158,131.58333333333334,15.208333333333334,25.333333333333332,1012.5416666666666,22.276666666666667,SE,0,0
159,160.75,12.708333333333334,25.75,1013.75,13.413333333333334,SE,0,0
160,48.0,12.083333333333334,25.5,1013.8333333333334,7.094166666666666,SE,0,0
161,49.875,14.625,21.125,1013.3333333333334,12.611666666666665,SE,5,0
162,86.83333333333333,15.458333333333334,21.375,1011.5416666666666,6.78125,SE,0,0
163,110.16666666666667,16.291666666666668,24.5,1007.7083333333334,7.152083333333333,SE,2,0
164,115.95833333333333,17.708333333333332,23.416666666666668,1005.2083333333334,23.972916666666663,SE,6,0
165,83.66666666666667,18.083333333333332,24.0,1003.7083333333334,9.459999999999999,SE,0,0
166,146.375,18.791666666666668,26.666666666666668,1001.0416666666666,3.22125,cv,1,0
167,93.91666666666667,18.708333333333332,25.333333333333332,1000.375,6.034583333333333,SE,2,0
168,36.666666666666664,17.458333333333332,19.708333333333332,1002.0833333333334,3.724166666666667,NW,4,0
169,67.08333333333333,17.041666666666668,21.791666666666668,1003.375,5.735833333333332,['SE' 'cv'],0,0
170,94.5,18.083333333333332,24.416666666666668,1004.3333333333334,5.624166666666665,cv,0,0
171,81.13636363636364,16.041666666666668,27.916666666666668,1006.9166666666666,11.457083333333335,NW,0,0
172,74.20833333333333,15.375,25.666666666666668,1003.7083333333334,6.090000000000001,SE,1,0
173,128.3,17.041666666666668,26.75,1004.75,19.649583333333332,SE,1,0
174,58.357142857142854,10.958333333333334,25.958333333333332,1009.4583333333334,9.790416666666667,SE,0,0
175,76.83333333333333,13.041666666666666,26.083333333333332,1008.0,9.79875,SE,0,0
176,163.41666666666666,15.708333333333334,25.916666666666668,1008.0,8.94125,SE,0,0
177,173.41666666666666,16.583333333333332,26.166666666666668,1006.4583333333334,8.380833333333333,SE,0,0
178,117.95833333333333,15.625,25.75,1003.9583333333334,10.972916666666663,SE,2,0
179,153.41666666666666,18.958333333333332,26.416666666666668,1001.7916666666666,12.792916666666668,SE,0,0
180,188.54166666666666,19.541666666666668,27.25,1002.9166666666666,13.892916666666663,SE,0,0
181,177.5,20.041666666666668,26.25,1002.6666666666666,7.805833333333332,SE,0,0
182,126.16666666666667,21.166666666666668,23.875,1000.375,5.384166666666666,['NW' 'SE'],8,0
183,27.541666666666668,16.916666666666668,28.583333333333332,999.5833333333334,11.41708333333333,cv,0,0
184,68.95833333333333,19.125,30.5,999.7916666666666,9.049583333333333,SE,0,0
185,91.79166666666667,19.125,30.958333333333332,999.625,9.313333333333334,SE,1,0
186,48.083333333333336,12.291666666666666,32.375,999.625,14.957916666666668,NW,0,0
187,25.583333333333332,9.666666666666666,32.875,1000.2083333333334,13.762500000000001,SE,0,0
188,56.916666666666664,16.125,27.333333333333332,1004.25,9.423749999999998,SE,0,0
189,45.625,14.625,29.916666666666668,1005.625,8.997916666666667,SE,0,0
190,86.16666666666667,18.25,25.5,1006.25,12.385833333333329,SE,8,0
191,80.875,19.791666666666668,21.666666666666668,1005.5416666666666,12.7275,SE,14,0
192,163.91666666666666,20.416666666666668,22.875,1004.5416666666666,23.104583333333327,SE,4,0
193,120.95833333333333,20.416666666666668,22.875,1006.2916666666666,2.570416666666666,cv,1,0
194,106.25,20.875,24.458333333333332,1009.4166666666666,7.860833333333333,NW,4,0
195,129.29166666666666,21.708333333333332,25.208333333333332,1009.8333333333334,3.724166666666667,SE,0,0
196,195.91666666666666,21.833333333333332,24.083333333333332,1006.3333333333334,4.601249999999999,SE,3,0
197,202.75,22.583333333333332,26.75,1004.3333333333334,8.736666666666666,SE,2,0
198,113.66666666666667,22.166666666666668,27.875,1005.9166666666666,8.998333333333333,SE,1,0
199,156.04166666666666,22.583333333333332,28.25,1005.6666666666666,18.12333333333333,SE,1,0
200,167.83333333333334,22.25,25.25,1006.3333333333334,35.432916666666664,SE,7,0
201,43.166666666666664,19.833333333333332,25.958333333333332,1003.4583333333334,15.047083333333331,NW,5,0
202,70.83333333333333,21.625,27.041666666666668,1006.2083333333334,13.908333333333326,SE,0,0
203,163.45833333333334,23.458333333333332,28.25,1007.875,9.482083333333334,SE,0,0
204,173.54166666666666,23.458333333333332,29.833333333333332,1008.0833333333334,17.4525,SE,0,0
205,94.08333333333333,23.041666666666668,30.166666666666668,1010.0833333333334,25.11083333333333,SE,0,0
206,164.20833333333334,23.333333333333332,30.041666666666668,1009.6666666666666,23.897500000000004,SE,0,0
207,210.875,24.333333333333332,29.208333333333332,1008.125,9.574166666666663,SE,0,0
208,183.75,23.75,30.458333333333332,1004.375,23.506666666666664,SE,0,0
209,176.75,23.958333333333332,30.583333333333332,999.4583333333334,49.10625000000001,SE,0,0
210,197.58333333333334,26.208333333333332,30.208333333333332,996.2083333333334,21.217499999999998,SE,3,0
211,214.91666666666666,25.25,27.875,998.8333333333334,6.125416666666665,SE,2,0
212,125.58333333333333,22.625,28.791666666666668,1000.125,14.372916666666667,NE,2,0
213,41.541666666666664,18.208333333333332,26.958333333333332,1008.2916666666666,12.51625,SE,1,0
214,68.79166666666667,16.25,26.208333333333332,1008.0833333333334,8.676250000000001,SE,0,0
215,146.16666666666666,18.958333333333332,25.708333333333332,1002.5416666666666,9.093333333333328,SE,0,0
216,120.08333333333333,21.375,24.541666666666668,1003.0,15.082500000000001,NW,3,0
217,22.416666666666668,13.208333333333334,26.875,1008.0,57.57708333333334,NW,0,0
218,19.875,13.041666666666666,24.416666666666668,1015.2083333333334,69.77833333333332,SE,0,0
219,79.875,18.041666666666668,24.5,1010.875,15.551249999999998,SE,3,0
220,92.83333333333333,20.041666666666668,25.416666666666668,1004.125,8.830833333333333,SE,7,0
221,238.16666666666666,22.416666666666668,27.291666666666668,1003.875,4.919166666666667,SE,0,0
222,148.16666666666666,18.833333333333332,27.458333333333332,1006.25,11.811666666666667,SE,0,0
223,116.16666666666667,21.958333333333332,25.208333333333332,1004.9583333333334,21.687916666666666,SE,2,0
224,92.33333333333333,21.291666666666668,26.75,1001.1666666666666,4.766666666666667,SE,0,0
225,130.25,24.583333333333332,27.416666666666668,1000.9166666666666,7.115833333333332,SE,1,0
226,75.125,13.416666666666666,29.375,999.4166666666666,22.928333333333327,NW,0,0
227,75.125,11.166666666666666,28.666666666666668,1004.3333333333334,19.66458333333333,NW,0,0
228,75.125,16.083333333333332,27.875,1006.75,11.190416666666666,SE,0,0
229,141.875,18.458333333333332,27.625,1007.8333333333334,34.385000000000005,SE,0,0
230,233.83333333333334,22.5,25.5,1010.1666666666666,41.35999999999999,SE,10,0
231,110.16666666666667,21.333333333333332,24.625,1011.8333333333334,9.111666666666663,NW,14,0
232,119.25,22.166666666666668,26.458333333333332,1013.875,10.226249999999999,SE,0,0
233,38.666666666666664,19.375,21.416666666666668,1012.0,15.162499999999996,NW,14,0
234,21.958333333333332,16.291666666666668,23.0,1013.1666666666666,10.671666666666667,SE,5,0
235,79.375,18.666666666666668,23.708333333333332,1013.7083333333334,6.537500000000001,SE,0,0
236,132.375,19.416666666666668,24.333333333333332,1013.625,15.591666666666663,SE,0,0
237,87.625,17.625,23.041666666666668,1014.5416666666666,3.5933333333333333,SE,0,0
238,63.875,17.0,25.041666666666668,1014.25,7.469166666666665,NW,0,0
239,39.416666666666664,15.166666666666666,24.833333333333332,1012.5833333333334,17.137916666666666,NW,0,0
240,47.666666666666664,16.541666666666668,24.75,1010.2083333333334,11.585833333333332,SE,0,0
241,114.83333333333333,18.958333333333332,25.708333333333332,1007.5,10.133749999999997,SE,0,0
242,109.41666666666667,19.75,25.458333333333332,1007.7916666666666,6.205416666666667,SE,1,0
243,88.79166666666667,19.541666666666668,23.791666666666668,1010.125,5.197916666666667,SE,2,0
244,70.375,18.958333333333332,23.25,1013.4166666666666,11.754583333333331,NW,2,0
245,96.20833333333333,18.833333333333332,24.291666666666668,1014.7916666666666,5.176666666666668,NW,0,0
246,110.91666666666667,19.083333333333332,23.0,1013.5833333333334,5.771249999999998,NW,5,0
247,93.58333333333333,16.875,23.25,1012.375,4.43375,SE,0,0
248,118.79166666666667,19.166666666666668,24.083333333333332,1010.9166666666666,6.772500000000001,cv,0,0
249,153.95833333333334,19.958333333333332,24.916666666666668,1010.125,2.9408333333333334,SE,0,0
250,134.58333333333334,18.25,24.208333333333332,1013.5,4.560416666666668,['NE' 'cv'],0,0
251,96.54166666666667,14.083333333333334,21.958333333333332,1014.7916666666666,5.659583333333334,SE,0,0
252,159.75,15.666666666666666,21.75,1011.4583333333334,12.664166666666665,SE,0,0
253,99.75,12.041666666666666,23.375,1008.0416666666666,17.789166666666667,NW,0,0
254,90.125,12.458333333333334,24.125,1009.25,10.264583333333333,NW,0,0
255,121.20833333333333,14.666666666666666,24.666666666666668,1010.4583333333334,6.016249999999999,SE,0,0
256,156.58333333333334,16.458333333333332,25.291666666666668,1011.5833333333334,6.625,cv,0,0
257,195.79166666666666,16.708333333333332,24.916666666666668,1013.0,8.0475,SE,0,0
258,306.6666666666667,19.333333333333332,25.041666666666668,1011.1666666666666,17.50791666666667,SE,0,0
259,195.5,19.875,23.416666666666668,1010.375,82.6,SE,3,0
260,45.041666666666664,14.75,16.083333333333332,1012.5,38.96958333333332,NE,24,0
261,23.291666666666668,12.708333333333334,15.083333333333334,1014.7083333333334,4.9750000000000005,NE,24,0
262,71.52631578947368,13.958333333333334,19.208333333333332,1012.875,5.384166666666666,SE,3,0
263,92.75,15.083333333333334,17.666666666666668,1012.3333333333334,8.216666666666667,NE,5,0
264,12.8,11.166666666666666,14.791666666666666,1020.6666666666666,17.04375,NE,11,0
265,45.0,3.625,15.208333333333334,1022.9583333333334,9.126666666666665,NW,0,0
266,45.0,7.75,16.625,1018.625,12.290833333333337,['NW' 'SE'],0,0
267,45.0,10.0,17.291666666666668,1017.1666666666666,8.65875,SE,0,0
268,45.0,11.375,16.333333333333332,1015.7916666666666,12.718333333333328,SE,1,0
269,45.0,6.583333333333333,18.0,1017.125,7.098333333333335,NW,0,0
270,45.0,1.0833333333333333,16.958333333333332,1016.5416666666666,45.946666666666665,NW,0,0
271,211.66666666666666,-0.16666666666666666,13.416666666666666,1024.9166666666667,28.05624999999999,NE,0,0
272,211.66666666666666,6.083333333333333,12.75,1021.125,3.983333333333334,cv,0,0
273,211.66666666666666,10.166666666666666,15.458333333333334,1018.2916666666666,2.8854166666666665,cv,0,0
274,223.5,13.75,17.666666666666668,1017.625,1.9725000000000001,cv,1,0
275,35.041666666666664,11.375,17.416666666666668,1013.5,48.48708333333334,NW,8,0
276,10.0,2.375,17.75,1016.0416666666666,198.795,NW,0,0
277,24.541666666666668,6.916666666666667,15.541666666666666,1017.7083333333334,5.269166666666667,SE,0,0
278,77.08333333333333,10.416666666666666,16.625,1014.2916666666666,4.4695833333333335,NW,0,0
279,268.8333333333333,13.291666666666666,17.0,1013.4583333333334,3.424583333333333,cv,0,0
280,377.0833333333333,13.375,16.708333333333332,1015.5833333333334,2.6045833333333337,cv,0,0
281,368.2916666666667,12.875,16.083333333333332,1014.9166666666666,2.6433333333333335,cv,0,0
282,357.25,12.666666666666666,15.333333333333334,1010.7916666666666,2.21125,cv,0,0
283,387.9583333333333,14.0,15.25,1011.0833333333334,2.492916666666667,SE,5,0
284,10.375,6.916666666666667,14.708333333333334,1017.6666666666666,16.68666666666667,NW,7,0
285,52.5,5.916666666666667,12.291666666666666,1022.0833333333334,4.917083333333334,cv,0,0
286,116.25,8.583333333333334,14.041666666666666,1016.75,4.50375,cv,0,0
287,16.041666666666668,0.0,15.166666666666666,1019.4583333333334,45.89250000000001,NW,0,0
288,39.333333333333336,-0.041666666666666664,14.958333333333334,1015.8333333333334,74.39041666666668,NW,0,0
289,76.25,5.166666666666667,12.041666666666666,1018.25,20.033333333333335,SE,0,0
290,45.708333333333336,-2.875,8.625,1028.3333333333333,66.14666666666668,SE,0,0
291,67.75,3.375,7.208333333333333,1026.9583333333333,6.088333333333331,cv,10,0
292,71.66666666666667,6.75,8.708333333333334,1026.7916666666667,1.9158333333333328,SE,0,0
293,82.20833333333333,6.666666666666667,9.083333333333334,1027.2083333333333,1.915416666666667,cv,0,0
294,124.375,8.333333333333334,10.458333333333334,1022.5416666666666,1.8795833333333336,NE,0,0
295,168.91666666666666,9.541666666666666,11.666666666666666,1020.375,1.84,['NE' 'cv'],0,0
296,216.625,11.375,13.083333333333334,1018.625,2.492083333333334,cv,4,0
297,101.45833333333333,6.5,9.416666666666666,1023.3333333333334,23.636666666666674,['NE' 'NW'],13,0
298,11.125,-8.375,8.25,1031.2916666666667,83.95125000000002,NW,0,0
299,13.041666666666666,-11.041666666666666,3.5416666666666665,1039.0833333333333,7.636666666666667,NW,0,0
300,86.875,-3.0,3.5416666666666665,1030.625,3.1241666666666674,cv,0,0
301,77.29166666666667,-0.7083333333333334,8.375,1027.9583333333333,7.280833333333334,NW,0,0
302,52.125,-0.5,10.541666666666666,1027.2916666666667,9.57375,NW,0,0
303,50.708333333333336,-0.16666666666666666,10.291666666666666,1026.7916666666667,8.288749999999999,NW,0,0
304,72.70833333333333,0.25,9.916666666666666,1024.3333333333333,13.735,NW,0,0
305,67.55555555555556,-4.541666666666667,8.583333333333334,1028.25,12.815,['NE' 'NW'],0,0
306,109.33333333333333,-6.75,6.583333333333333,1028.3333333333333,8.307083333333333,NW,0,0
307,109.33333333333333,-0.9166666666666666,7.25,1022.375,3.2191666666666676,cv,0,0
